epoch,decoder_accuracy,decoder_loss,domain_classifier_accuracy,domain_classifier_loss,encoder_accuracy,encoder_loss,loss,val_decoder_accuracy,val_decoder_loss,val_domain_classifier_accuracy,val_domain_classifier_loss,val_encoder_accuracy,val_encoder_loss,val_loss
10,0.15009470283985138,0.5676898956298828,1.0,0.06775195896625519,0.022727273404598236,0.8223323822021484,0.41770848631858826,0.11887254565954208,0.8098267912864685,0.78125,0.4651758670806885,0.03125,0.5356283783912659,0.70643150806427
11,0.1505960375070572,0.544502317905426,1.0,0.05541016906499863,0.022727273404598236,0.8298403024673462,0.39777466654777527,0.1223958358168602,0.7981933951377869,0.78125,0.4645110070705414,0.03125,0.5389291048049927,0.6980886459350586
12,0.15229500830173492,0.5242275595664978,1.0,0.047474101185798645,0.017045455053448677,0.8352428078651428,0.38120147585868835,0.12515318393707275,0.7874241471290588,0.78125,0.46409904956817627,0.09375,0.5422772765159607,0.6904265880584717
13,0.15413324534893036,0.506095290184021,1.0,0.041318897157907486,0.022727273404598236,0.8399559259414673,0.3666623830795288,0.1272977888584137,0.7778477668762207,0.78125,0.4656544327735901,0.09375,0.5454839468002319,0.6841897964477539
14,0.1566120833158493,0.48984086513519287,1.0,0.034987673163414,0.017045455053448677,0.8433654308319092,0.3533848822116852,0.12515318393707275,0.7689938545227051,0.75,0.46874886751174927,0.09375,0.5485107898712158,0.6789203882217407
15,0.15906305611133575,0.47478529810905457,1.0,0.03082619234919548,0.017045455053448677,0.8446354269981384,0.3415975570678711,0.12545955181121826,0.7601638436317444,0.78125,0.4727870523929596,0.09375,0.5511069297790527,0.6739507913589478
16,0.1613469272851944,0.4608331024646759,1.0,0.027457619085907936,0.017045455053448677,0.846051037311554,0.3308204412460327,0.1269914209842682,0.7511946558952332,0.78125,0.4744029939174652,0.09375,0.5534669756889343,0.6681571006774902
17,0.16318516433238983,0.448330283164978,1.0,0.025000113993883133,0.022727273404598236,0.8464534282684326,0.3213312327861786,0.1299019604921341,0.7426892518997192,0.78125,0.4767773747444153,0.0625,0.5557453036308289,0.6629156470298767
18,0.16460561752319336,0.4365628957748413,1.0,0.022045673802495003,0.017045455053448677,0.8475900888442993,0.31220772862434387,0.12913602590560913,0.7344921231269836,0.78125,0.4801132082939148,0.0625,0.5579580068588257,0.658178448677063
19,0.16803142428398132,0.4264705777168274,1.0,0.0200785081833601,0.017045455053448677,0.8476278781890869,0.30455297231674194,0.13112744688987732,0.7270655035972595,0.78125,0.48511284589767456,0.0625,0.5600574612617493,0.6544796824455261
20,0.16934046149253845,0.4165147840976715,1.0,0.017949000000953674,0.017045455053448677,0.8490086197853088,0.29694506525993347,0.13174019753932953,0.7187262177467346,0.8125,0.4886038899421692,0.0625,0.5621765851974487,0.6496894955635071
21,0.1716521829366684,0.40757521986961365,1.0,0.016712231561541557,0.011363636702299118,0.8501285910606384,0.2903163433074951,0.1334252506494522,0.7125006318092346,0.8125,0.4913235008716583,0.0625,0.564129114151001,0.6461474895477295
22,0.17382463812828064,0.3995063602924347,1.0,0.015522846020758152,0.005681818351149559,0.8498619198799133,0.28431132435798645,0.13357843458652496,0.706356406211853,0.84375,0.493477463722229,0.0625,0.5659890174865723,0.6424927115440369
23,0.17800244688987732,0.39156922698020935,1.0,0.014263766817748547,0.0,0.8504501581192017,0.27837759256362915,0.13618259131908417,0.7006213068962097,0.84375,0.4985150694847107,0.0625,0.5678681135177612,0.63998943567276
24,0.18050913512706757,0.384489506483078,1.0,0.013383448123931885,0.0,0.8496037125587463,0.27315765619277954,0.13694852590560913,0.6946895718574524,0.84375,0.5040463209152222,0.0625,0.5695652365684509,0.6374965906143188
25,0.18323864042758942,0.3774954080581665,1.0,0.012478101998567581,0.0,0.8492817282676697,0.26799023151397705,0.13924632966518402,0.6902143955230713,0.84375,0.5101544260978699,0.0625,0.5708608627319336,0.6361963748931885
26,0.1875835508108139,0.3711603879928589,1.0,0.011761429719626904,0.005681818351149559,0.8477181792259216,0.26334068179130554,0.14154411852359772,0.6840275526046753,0.84375,0.5156154632568359,0.0625,0.5721608400344849,0.6335039138793945
27,0.18964460492134094,0.3649066686630249,1.0,0.011290288530290127,0.0,0.8469629883766174,0.2588217556476593,0.14399509131908417,0.6776866316795349,0.84375,0.5205889344215393,0.0625,0.5737637281417847,0.6305572986602783
28,0.1931539624929428,0.3586205244064331,1.0,0.010346535593271255,0.0,0.8460483551025391,0.25413835048675537,0.14537377655506134,0.6736540198326111,0.84375,0.525266170501709,0.0625,0.5750186443328857,0.6291376352310181
29,0.1977217048406601,0.35303258895874023,1.0,0.00994299165904522,0.0,0.8438848853111267,0.25010570883750916,0.1481311321258545,0.6683192253112793,0.84375,0.5303240418434143,0.0625,0.5763551592826843,0.6269207000732422
30,0.20192736387252808,0.3472408652305603,1.0,0.009633297100663185,0.005681818351149559,0.8435649275779724,0.2459585815668106,0.14996936917304993,0.6644108891487122,0.84375,0.5359293222427368,0.0625,0.5775146484375,0.6258664131164551
31,0.20613302290439606,0.34181034564971924,1.0,0.008742431178689003,0.005681818351149559,0.8417599201202393,0.24188995361328125,0.15226715803146362,0.6579917669296265,0.84375,0.5404371619224548,0.0625,0.5788573026657104,0.6227253675460815
32,0.2086675614118576,0.3363601565361023,1.0,0.008489052765071392,0.011363636702299118,0.8402212262153625,0.237998828291893,0.15471813082695007,0.6522224545478821,0.84375,0.5444371700286865,0.0625,0.579764187335968,0.6198868751525879
33,0.2129010707139969,0.3314300775527954,1.0,0.008002713322639465,0.005681818351149559,0.8379306793212891,0.2344018816947937,0.15441176295280457,0.6475673913955688,0.84375,0.5490590333938599,0.0625,0.580600917339325,0.6180148720741272
34,0.21799799799919128,0.32671788334846497,1.0,0.007717800326645374,0.011363636702299118,0.835990846157074,0.23101787269115448,0.15701593458652496,0.6426832675933838,0.84375,0.5524725914001465,0.0625,0.5820111036300659,0.6156200766563416
35,0.22214795649051666,0.32210901379585266,1.0,0.007294733542948961,0.011363636702299118,0.8344755172729492,0.22766472399234772,0.1585477888584137,0.6378231644630432,0.84375,0.5554414987564087,0.0625,0.5832641124725342,0.6131086945533752
36,0.22607508301734924,0.31747719645500183,1.0,0.007039208430796862,0.011363636702299118,0.8332273960113525,0.22434577345848083,0.16038602590560913,0.6319840550422668,0.84375,0.5607168078422546,0.09375,0.584247350692749,0.6106038689613342
37,0.2286653369665146,0.31330159306526184,1.0,0.006695179734379053,0.011363636702299118,0.8312776684761047,0.22131967544555664,0.1611519604921341,0.6271623969078064,0.84375,0.5644437074661255,0.09375,0.5854035019874573,0.6083467602729797
38,0.23284313082695007,0.3087765574455261,1.0,0.006482712458819151,0.011363636702299118,0.8299177289009094,0.21808840334415436,0.16314338147640228,0.6217038035392761,0.84375,0.5694065093994141,0.09375,0.5867335200309753,0.606014609336853
39,0.23777295649051666,0.304989218711853,1.0,0.006182305980473757,0.011363636702299118,0.8292562365531921,0.21534711122512817,0.16482843458652496,0.6183628439903259,0.84375,0.5759855508804321,0.09375,0.5879904627799988,0.6056496500968933
40,0.24108734726905823,0.3010788857936859,1.0,0.006069202441722155,0.011363636702299118,0.8273816704750061,0.2125760018825531,0.16559436917304993,0.6129468083381653,0.84375,0.5814369916915894,0.09375,0.5892384648323059,0.603493869304657
41,0.24381683766841888,0.29724353551864624,1.0,0.00589620741084218,0.011363636702299118,0.8268583416938782,0.2098393440246582,0.16773897409439087,0.6076626777648926,0.84375,0.585181713104248,0.09375,0.5902644395828247,0.6009184122085571
42,0.24654634296894073,0.2934393286705017,1.0,0.0056497566401958466,0.011363636702299118,0.8249220252037048,0.2071024477481842,0.17172181606292725,0.602858304977417,0.84375,0.5902025699615479,0.0625,0.5912684202194214,0.5990616083145142
43,0.2513926029205322,0.2900720536708832,1.0,0.005323536228388548,0.011363636702299118,0.8229400515556335,0.204647496342659,0.17095588147640228,0.5989591479301453,0.84375,0.5948925018310547,0.0625,0.5924222469329834,0.5977391600608826
44,0.25331440567970276,0.2869311571121216,1.0,0.0052246395498514175,0.011363636702299118,0.8227277398109436,0.2024192214012146,0.1744791716337204,0.5940021276473999,0.84375,0.5992047786712646,0.0625,0.5935971140861511,0.5955629348754883
45,0.2565452456474304,0.28418418765068054,1.0,0.005089592654258013,0.011363636702299118,0.8213371634483337,0.20045579969882965,0.1767769604921341,0.5909870266914368,0.84375,0.6035647392272949,0.0625,0.5944404602050781,0.5947603583335876
46,0.2603331208229065,0.28115206956863403,1.0,0.004891164600849152,0.011363636702299118,0.820044755935669,0.19827379286289215,0.17784926295280457,0.585665762424469,0.84375,0.6091423630714417,0.0625,0.5958257913589478,0.5927087068557739
47,0.26303476095199585,0.27854210138320923,1.0,0.004815066233277321,0.011363636702299118,0.8198202252388,0.19642400741577148,0.18014705181121826,0.5797744393348694,0.84375,0.6133207082748413,0.0625,0.5972864627838135,0.5898383259773254
48,0.2649008333683014,0.2756122946739197,1.0,0.004753775894641876,0.011363636702299118,0.8190580606460571,0.19435472786426544,0.18305759131908417,0.5774567723274231,0.84375,0.6193524599075317,0.0625,0.5983281135559082,0.5900254845619202
49,0.26919007301330566,0.27329301834106445,1.0,0.00441935658454895,0.011363636702299118,0.8165326714515686,0.19263091683387756,0.18535539507865906,0.5734952092170715,0.84375,0.6215783357620239,0.0625,0.5990777015686035,0.5879201292991638
50,0.2708890438079834,0.27094268798828125,1.0,0.004418659955263138,0.011363636702299118,0.8154664635658264,0.19098545610904694,0.18673406541347504,0.567766010761261,0.84375,0.6243127584457397,0.0625,0.6008144617080688,0.5847300291061401
51,0.2748718857765198,0.26833847165107727,1.0,0.004248070064932108,0.017045455053448677,0.8154348731040955,0.1891113668680191,0.1894914209842682,0.5650098919868469,0.84375,0.629970371723175,0.0625,0.6019482612609863,0.5844980478286743
52,0.27762922644615173,0.26652923226356506,1.0,0.004146968014538288,0.017045455053448677,0.8132998943328857,0.18781453371047974,0.1897977888584137,0.5597811937332153,0.84375,0.6358697414398193,0.0625,0.6032311916351318,0.5826077461242676
53,0.27924466133117676,0.26500412821769714,1.0,0.004104990046471357,0.017045455053448677,0.8125634789466858,0.18673434853553772,0.19194240868091583,0.5566200017929077,0.84375,0.639335036277771,0.0625,0.6054054498672485,0.5814344882965088
54,0.2817791998386383,0.26288872957229614,1.0,0.003964447416365147,0.017045455053448677,0.8117762207984924,0.1852114349603653,0.1946997493505478,0.5523707270622253,0.84375,0.6450785398483276,0.0625,0.6069212555885315,0.5801830887794495
55,0.2863747775554657,0.2611966133117676,1.0,0.003921316936612129,0.017045455053448677,0.8105835318565369,0.18401402235031128,0.1985294073820114,0.545345664024353,0.84375,0.6494408249855042,0.0625,0.6094164848327637,0.5765742063522339
56,0.2874610126018524,0.2603675127029419,1.0,0.0038792684208601713,0.017045455053448677,0.8105319738388062,0.1834210455417633,0.19745710492134094,0.5444414019584656,0.84375,0.6564425230026245,0.0625,0.6109400987625122,0.5780417323112488
57,0.28952205181121826,0.2588905692100525,1.0,0.003744856221601367,0.017045455053448677,0.8095163106918335,0.1823468655347824,0.20358455181121826,0.5367762446403503,0.84375,0.6610108613967896,0.0625,0.6131714582443237,0.5740466117858887
58,0.2914995551109314,0.25802257657051086,1.0,0.0038111761678010225,0.017045455053448677,0.8093120455741882,0.18175914883613586,0.2005208283662796,0.5323045253753662,0.84375,0.6596509218215942,0.0625,0.6162287592887878,0.5705084800720215
59,0.29478609561920166,0.2583274245262146,1.0,0.0037361199501901865,0.017045455053448677,0.8104159832000732,0.18195004761219025,0.20741420984268188,0.526227593421936,0.84375,0.667639434337616,0.0625,0.6196342706680298,0.5686511397361755
60,0.2961508333683014,0.25503861904144287,1.0,0.0036762214731425047,0.017045455053448677,0.8106663227081299,0.17962990701198578,0.20787377655506134,0.519673764705658,0.84375,0.6753331422805786,0.0625,0.6219988465309143,0.5663715600967407
61,0.2979612350463867,0.2526468336582184,1.0,0.003645381424576044,0.017045455053448677,0.8098119497299194,0.17794640362262726,0.21001838147640228,0.5157762169837952,0.84375,0.6790014505386353,0.0625,0.6246477365493774,0.5647437572479248
62,0.29943737387657166,0.2501630187034607,1.0,0.003516575088724494,0.017045455053448677,0.8101135492324829,0.17616908252239227,0.2129289209842682,0.5073694586753845,0.84375,0.6804412603378296,0.0625,0.6261926889419556,0.5592910051345825
63,0.3011642098426819,0.24817577004432678,1.0,0.0036186075303703547,0.017045455053448677,0.8085328936576843,0.17480860650539398,0.2129289209842682,0.5102884769439697,0.84375,0.6825162172317505,0.0,0.6266299486160278,0.5619568228721619
64,0.30422794818878174,0.24642108380794525,1.0,0.0035096583887934685,0.017045455053448677,0.8075850009918213,0.1735476404428482,0.21660539507865906,0.5036125183105469,0.84375,0.6900368332862854,0.0,0.6299856901168823,0.559539794921875
65,0.306567519903183,0.24513816833496094,1.0,0.0034975239541381598,0.017045455053448677,0.8075910210609436,0.17264598608016968,0.2109375,0.5020408034324646,0.84375,0.6921910047531128,0.0,0.632457435131073,0.5590858459472656
66,0.3073195219039917,0.24348145723342896,1.0,0.0033886327873915434,0.017045455053448677,0.8074092864990234,0.17145362496376038,0.2155330926179886,0.4985264539718628,0.84375,0.6964261531829834,0.0,0.6339017152786255,0.5578963756561279
67,0.307792991399765,0.24190425872802734,1.0,0.0033638314343988895,0.017045455053448677,0.8065364360809326,0.1703421175479889,0.2190563678741455,0.4943215847015381,0.84375,0.697658896446228,0.03125,0.635658323764801,0.5553227663040161
68,0.30929702520370483,0.23992952704429626,1.0,0.003304349025711417,0.017045455053448677,0.8072366714477539,0.16894197463989258,0.21629901230335236,0.4920785129070282,0.84375,0.6980472803115845,0.0,0.6375139951705933,0.5538691282272339
69,0.3120543658733368,0.23934470117092133,1.0,0.003203835105523467,0.017045455053448677,0.8062855005264282,0.16850244998931885,0.21920955181121826,0.4916347563266754,0.84375,0.7045140266418457,0.0,0.6388510465621948,0.5554985404014587
70,0.31408756971359253,0.2381144016981125,1.0,0.003107579657807946,0.017045455053448677,0.8058086633682251,0.16761235892772675,0.22242647409439087,0.4880228340625763,0.84375,0.7052226066589355,0.0,0.6403110027313232,0.5531827807426453
71,0.31587010622024536,0.23717834055423737,1.0,0.0030809687450528145,0.017045455053448677,0.8064708709716797,0.16694912314414978,0.22089460492134094,0.48934295773506165,0.84375,0.7103437185287476,0.0,0.6433882713317871,0.5556432008743286
72,0.3175969123840332,0.236373171210289,1.0,0.0030478239059448242,0.017045455053448677,0.8061361312866211,0.1663755625486374,0.22288602590560913,0.4829528331756592,0.84375,0.716820478439331,0.0,0.6442421674728394,0.5531131029129028
73,0.317207008600235,0.2343159168958664,1.0,0.002877006772905588,0.017045455053448677,0.8048768639564514,0.16488423943519592,0.22441789507865906,0.48391783237457275,0.84375,0.7225010395050049,0.0,0.6471725106239319,0.5554927587509155
74,0.31957441568374634,0.23414815962314606,1.0,0.003042432479560375,0.017045455053448677,0.806240975856781,0.16481643915176392,0.22472426295280457,0.47939592599868774,0.84375,0.7222315073013306,0.0,0.6484279632568359,0.5522465705871582
75,0.3216633200645447,0.2337271273136139,1.0,0.0028713548090308905,0.017045455053448677,0.8046055436134338,0.1644703894853592,0.22732843458652496,0.48276486992836,0.84375,0.7218929529190063,0.0,0.6486519575119019,0.554503321647644
76,0.3241700232028961,0.23318329453468323,1.0,0.0029097944498062134,0.017045455053448677,0.803356409072876,0.1641012281179428,0.2291666716337204,0.47443899512290955,0.84375,0.729947566986084,0.0,0.6521180868148804,0.5510915517807007
77,0.3235572576522827,0.23221106827259064,1.0,0.0028597454074770212,0.017045455053448677,0.8052152991294861,0.1634056717157364,0.22840073704719543,0.4770773947238922,0.84375,0.7289668917655945,0.0,0.6548889875411987,0.5526442527770996
78,0.3277629315853119,0.23063921928405762,1.0,0.0027824698481708765,0.017045455053448677,0.804037868976593,0.16228218376636505,0.23023897409439087,0.4748687446117401,0.84375,0.7325878143310547,0.0,0.6542586088180542,0.5521844625473022
79,0.3282921016216278,0.22933140397071838,1.0,0.002864414593204856,0.017045455053448677,0.8029775023460388,0.16139130294322968,0.22901348769664764,0.47073468565940857,0.84375,0.7316060066223145,0.0,0.6580041646957397,0.548996090888977
80,0.33032530546188354,0.22865544259548187,1.0,0.0029711013194173574,0.017045455053448677,0.8039361834526062,0.16095013916492462,0.2317708283662796,0.4675687253475189,0.84375,0.7374023199081421,0.0,0.6599807143211365,0.5485187768936157
81,0.33035317063331604,0.22684158384799957,1.0,0.0028431215323507786,0.017045455053448677,0.8018622994422913,0.1596420407295227,0.23100490868091583,0.4696309566497803,0.84375,0.7410320043563843,0.0,0.660534143447876,0.5510512590408325
82,0.3333333432674408,0.22601088881492615,1.0,0.00280960276722908,0.017045455053448677,0.8012292385101318,0.15905047953128815,0.23422181606292725,0.4674449861049652,0.84375,0.7467324733734131,0.0,0.6623424291610718,0.5512312650680542
83,0.3340296447277069,0.2257063239812851,1.0,0.0027576207648962736,0.017045455053448677,0.8016021847724915,0.158821702003479,0.23299632966518402,0.47065630555152893,0.84375,0.7430314421653748,0.0,0.6638171672821045,0.5523688197135925
84,0.33475378155708313,0.22521370649337769,1.0,0.002771311206743121,0.017045455053448677,0.8013696670532227,0.15848098695278168,0.23621323704719543,0.46612221002578735,0.84375,0.7501352429389954,0.0,0.6655659675598145,0.5513261556625366
85,0.33636921644210815,0.22527919709682465,1.0,0.0026972030755132437,0.017045455053448677,0.8010147213935852,0.15850459039211273,0.23544730246067047,0.46549856662750244,0.84375,0.7495229244232178,0.0,0.6672263145446777,0.5507059097290039
86,0.339042991399765,0.22477763891220093,1.0,0.0026855352334678173,0.017045455053448677,0.8018966913223267,0.15815001726150513,0.2337622493505478,0.4612695276737213,0.84375,0.7562341094017029,0.0,0.6695392727851868,0.5497589111328125
87,0.3380403220653534,0.22314925491809845,1.0,0.0026560979895293713,0.017045455053448677,0.8013938665390015,0.1570013016462326,0.2337622493505478,0.46548357605934143,0.84375,0.746091902256012,0.0,0.6713008880615234,0.5496661067008972
88,0.34118762612342834,0.2218433916568756,1.0,0.0026742161717265844,0.017045455053448677,0.8013156652450562,0.15609264373779297,0.2349877506494522,0.4602300524711609,0.84375,0.7590298652648926,0.0,0.6722106337547302,0.5498700141906738
89,0.34054702520370483,0.22008542716503143,1.0,0.002617866499349475,0.017045455053448677,0.8011140823364258,0.15484514832496643,0.23422181606292725,0.4597466289997101,0.84375,0.7544698119163513,0.0,0.6745729446411133,0.5481635928153992
90,0.3438057005405426,0.21860910952091217,1.0,0.00256675248965621,0.017045455053448677,0.802886426448822,0.15379641950130463,0.23529411852359772,0.4595257639884949,0.84375,0.7538470029830933,0.0,0.6748183965682983,0.547822117805481
91,0.3430815637111664,0.2168748378753662,1.0,0.002601497806608677,0.017045455053448677,0.7996086478233337,0.15259283781051636,0.23621323704719543,0.4590335786342621,0.84375,0.7552344799041748,0.0,0.6742709875106812,0.5478938817977905
92,0.34572750329971313,0.21639613807201385,1.0,0.002664327621459961,0.017045455053448677,0.7995862364768982,0.15227657556533813,0.23743872344493866,0.45904192328453064,0.84375,0.7498728036880493,0.0,0.677574098110199,0.5462912321090698
93,0.34600600600242615,0.21478219330310822,1.0,0.002565141534432769,0.017045455053448677,0.8015367388725281,0.15111707150936127,0.23789829015731812,0.46047666668891907,0.84375,0.7590312957763672,0.0,0.6788743734359741,0.5500430464744568
94,0.3495432138442993,0.2141556739807129,1.0,0.0025486971717327833,0.017045455053448677,0.800646185874939,0.15067358314990997,0.24065563082695007,0.4629817605018616,0.84375,0.7556037306785583,0.0,0.6786591410636902,0.5507683753967285
95,0.3499331474304199,0.21281121671199799,1.0,0.00243264134041965,0.017045455053448677,0.7993593811988831,0.14969763159751892,0.24096201360225677,0.4616329073905945,0.84375,0.7521585822105408,0.0,0.6810852289199829,0.5487906336784363
96,0.35051804780960083,0.2121960073709488,1.0,0.002296318067237735,0.017045455053448677,0.8021606802940369,0.1492260992527008,0.2428002506494522,0.45948201417922974,0.84375,0.7575487494468689,0.0,0.6819933652877808,0.5489020347595215
97,0.3529690206050873,0.2108694463968277,1.0,0.0023419924546033144,0.017045455053448677,0.7999933362007141,0.14831119775772095,0.2444852888584137,0.46295589208602905,0.84375,0.7586021423339844,0.0,0.6816022396087646,0.5516497492790222
98,0.3533868193626404,0.21051348745822906,1.0,0.002313812030479312,0.017045455053448677,0.7996801137924194,0.1480535864830017,0.2444852888584137,0.46453985571861267,0.84375,0.759075403213501,0.0,0.684374213218689,0.5529005527496338
99,0.3553085923194885,0.20932692289352417,1.0,0.0021484519820660353,0.017045455053448677,0.801875650882721,0.14717335999011993,0.24172794818878174,0.46440669894218445,0.84375,0.7670817971229553,0.0,0.6839619874954224,0.555209219455719
